customerID,tenure,Contract,PaperlessBilling,PaymentMethod
6235-VDHOM,5,Month-to-month,No,Electronic check
7783-YKGDV,12,Month-to-month,Yes,Bank transfer (automatic)
4374-YMUSQ,34,One year,No,Credit card (automatic)
4513-CXYIX,71,Two year,Yes,Credit card (automatic)
3957-HHLMR,70,One year,No,Bank transfer (automatic)
7803-XOCCZ,52,Month-to-month,Yes,Bank transfer (automatic)
5736-YEJAX,69,Two year,Yes,Credit card (automatic)
5609-CEBID,20,Month-to-month,Yes,Electronic check
8981-FJGLA,11,Month-to-month,Yes,Mailed check
7218-HKQFK,2,Month-to-month,Yes,Electronic check
4636-QRJKY,6,Month-to-month,Yes,Electronic check
1135-LMECX,1,Month-to-month,No,Mailed check
4332-MUOEZ,20,One year,No,Credit card (automatic)
8535-SFUTN,61,Month-to-month,Yes,Electronic check
5956-VKDTT,5,Month-to-month,Yes,Electronic check
8677-HDZEE,56,Month-to-month,Yes,Bank transfer (automatic)
2475-MROZF,30,Month-to-month,Yes,Credit card (automatic)
9412-GHEEC,40,Month-to-month,No,Bank transfer (automatic)
3482-ABPKK,28,One year,No,Mailed check
6705-LXORM,5,Month-to-month,No,Electronic check
0257-ZESQC,27,Month-to-month,Yes,Bank transfer (automatic)
7531-GQHME,12,Month-to-month,No,Credit card (automatic)
5174-ITUMV,67,One year,Yes,Electronic check
4109-CYRBD,29,Month-to-month,Yes,Electronic check
0913-XWSCN,55,Month-to-month,No,Bank transfer (automatic)
6825-UYPFK,23,Month-to-month,No,Bank transfer (automatic)
8397-MVTAZ,34,Month-to-month,Yes,Electronic check
0750-EBAIU,52,One year,No,Electronic check
8606-CIQUL,72,Two year,Yes,Credit card (automatic)
3571-DPYUH,58,One year,Yes,Credit card (automatic)
7601-GNDYK,35,Two year,No,Mailed check
0356-OBMAC,56,Two year,Yes,Bank transfer (automatic)
8067-NIOYM,24,Two year,Yes,Credit card (automatic)
1403-GYAFU,70,Two year,No,Credit card (automatic)
4234-XTNEA,2,Month-to-month,Yes,Electronic check
1297-VQDRP,68,One year,Yes,Credit card (automatic)
9282-IZGQK,1,Month-to-month,Yes,Electronic check
5348-CAGXB,12,Month-to-month,Yes,Electronic check
0621-HJWXJ,63,Month-to-month,Yes,Bank transfer (automatic)
5844-QVTAT,33,One year,Yes,Mailed check
8905-IAZPF,69,One year,Yes,Credit card (automatic)
5394-MEITZ,60,Two year,Yes,Bank transfer (automatic)
6859-QNXIQ,72,Two year,Yes,Bank transfer (automatic)
2782-LFZVW,11,Month-to-month,Yes,Mailed check
2866-IKBTM,1,Month-to-month,No,Mailed check
1342-JPNKI,10,Month-to-month,Yes,Bank transfer (automatic)
2817-NTQDO,13,Month-to-month,Yes,Credit card (automatic)
7129-AZJDE,34,One year,Yes,Bank transfer (automatic)
6986-IJDHX,39,Month-to-month,Yes,Mailed check
2560-PPCHE,65,One year,Yes,Bank transfer (automatic)
4676-MQUEA,50,One year,Yes,Bank transfer (automatic)
8138-EALND,15,Month-to-month,No,Mailed check
3580-HYCSP,72,Two year,Yes,Bank transfer (automatic)
1352-HNSAW,72,Two year,Yes,Bank transfer (automatic)
2075-PUEPR,55,Two year,No,Bank transfer (automatic)
1982-FEBTD,23,Two year,Yes,Credit card (automatic)
5301-GAUUY,32,Month-to-month,Yes,Bank transfer (automatic)
5791-KAJFD,56,One year,Yes,Bank transfer (automatic)
2654-VBVPB,1,Month-to-month,No,Bank transfer (automatic)
1154-HYWWO,38,One year,No,Mailed check
2501-XWWTZ,11,Month-to-month,No,Electronic check
3716-UVSPD,1,Month-to-month,Yes,Electronic check
6815-ABQFQ,56,One year,Yes,Electronic check
7343-EOBEU,3,Month-to-month,Yes,Mailed check
3701-SFMUH,7,Month-to-month,No,Credit card (automatic)
6103-LIANB,59,Two year,Yes,Credit card (automatic)
7319-VENRZ,7,Month-to-month,No,Bank transfer (automatic)
5846-NEQVZ,71,Two year,Yes,Credit card (automatic)
6967-QIQRV,15,One year,No,Electronic check
5781-RFZRP,71,Two year,No,Credit card (automatic)
0939-YAPAF,35,Month-to-month,Yes,Electronic check
0308-IVGOK,11,One year,Yes,Credit card (automatic)
7293-LSCDV,60,Two year,Yes,Credit card (automatic)
7025-WCBNE,47,Two year,No,Bank transfer (automatic)
5756-JYOJT,11,One year,No,Credit card (automatic)
4710-FDUIZ,56,One year,No,Credit card (automatic)
6030-REHUX,28,Month-to-month,Yes,Electronic check
9548-LIGTA,61,Two year,Yes,Mailed check
5150-LJNSR,31,One year,No,Bank transfer (automatic)
8270-RKSAP,9,Month-to-month,Yes,Electronic check
6522-YRBXD,35,Month-to-month,Yes,Electronic check
2640-LYMOV,2,Month-to-month,Yes,Mailed check
1218-VKFPE,12,Month-to-month,No,Mailed check
3627-FHKBK,1,Month-to-month,No,Mailed check
2865-TCHJW,4,Month-to-month,Yes,Electronic check
1423-BMPBQ,1,Month-to-month,Yes,Mailed check
2393-DIVAI,3,Month-to-month,Yes,Mailed check
5192-EBGOV,1,Month-to-month,Yes,Electronic check
4568-KNYWR,52,Two year,Yes,Credit card (automatic)
8752-IMQOS,5,One year,No,Mailed check
0742-LAFQK,72,Two year,Yes,Electronic check
0795-LAFGP,71,Two year,No,Electronic check
0619-OLYUR,72,Two year,Yes,Credit card (automatic)
5512-IDZEI,46,One year,No,Electronic check
0459-SPZHJ,63,Two year,No,Credit card (automatic)
0215-BQKGS,30,Month-to-month,Yes,Credit card (automatic)
9244-ZVAPM,1,Month-to-month,No,Mailed check
0719-SYFRB,12,Month-to-month,Yes,Mailed check
8208-EUMTE,16,Two year,No,Mailed check
5172-MIGPM,4,Month-to-month,No,Mailed check
1710-RCXUS,51,One year,Yes,Credit card (automatic)
0374-FIUCA,65,Two year,Yes,Credit card (automatic)
5839-SUYVZ,16,Month-to-month,Yes,Credit card (automatic)
5173-ZXXXL,2,One year,No,Mailed check
1096-ADRUX,66,One year,Yes,Bank transfer (automatic)
2001-MCUUW,46,Two year,No,Electronic check
2731-GJRDG,32,One year,Yes,Bank transfer (automatic)
4723-BEGSG,72,Two year,No,Credit card (automatic)
6516-NKQBO,38,Two year,No,Credit card (automatic)
8672-OAUPW,51,One year,No,Credit card (automatic)
8207-DMRVL,72,Two year,No,Bank transfer (automatic)
3419-SNJJD,65,Month-to-month,No,Bank transfer (automatic)
6543-CPZMK,9,Month-to-month,Yes,Electronic check
4765-OXPPD,9,Month-to-month,No,Mailed check
2804-ETQDK,66,Two year,No,Mailed check
6689-VRRTK,44,One year,Yes,Credit card (automatic)
7138-GIRSH,50,Two year,No,Bank transfer (automatic)
9396-ZSFLL,15,Month-to-month,No,Mailed check
6464-KEXXH,8,Month-to-month,Yes,Credit card (automatic)
7134-MJPDY,66,One year,Yes,Credit card (automatic)
5240-CAOYT,57,Month-to-month,Yes,Bank transfer (automatic)
4059-IIEBK,7,Month-to-month,Yes,Bank transfer (automatic)
4881-JVQOD,10,Month-to-month,Yes,Bank transfer (automatic)
0516-UXRMT,62,One year,Yes,Electronic check
4851-BQDNX,40,One year,Yes,Electronic check
5148-HKFIR,20,Two year,No,Mailed check
1009-IRMNA,7,Month-to-month,No,Bank transfer (automatic)
3003-CMDUU,25,Month-to-month,Yes,Electronic check
5016-IBERQ,23,Month-to-month,No,Electronic check
6797-UCJHZ,66,One year,No,Credit card (automatic)
2469-DTSGX,72,Two year,No,Electronic check
4554-YGZIH,49,Month-to-month,No,Credit card (automatic)
5099-BAILX,43,Month-to-month,Yes,Bank transfer (automatic)
9931-KGHOA,46,Month-to-month,No,Bank transfer (automatic)
1775-KWJKQ,72,Two year,No,Credit card (automatic)
7665-VIGUD,10,One year,No,Mailed check
9411-TPQQV,40,One year,Yes,Bank transfer (automatic)
7207-RMRDB,65,Month-to-month,Yes,Electronic check
7954-MLBUN,31,Two year,No,Bank transfer (automatic)
2077-DDHJK,68,Two year,No,Credit card (automatic)
4913-EHYUI,56,One year,Yes,Bank transfer (automatic)
0195-IESCP,10,Month-to-month,Yes,Electronic check
9574-BOSMD,68,Two year,No,Bank transfer (automatic)
4580-TMHJU,43,Month-to-month,No,Electronic check
0970-ETWGE,1,Month-to-month,Yes,Electronic check
4908-XAXAY,49,One year,Yes,Bank transfer (automatic)
8404-VLQFB,15,Month-to-month,Yes,Electronic check
1626-ERCMM,20,Month-to-month,Yes,Electronic check
0887-HJGAR,1,Month-to-month,Yes,Mailed check
2391-IPLOP,50,One year,Yes,Electronic check
5644-PDMZC,2,Month-to-month,No,Electronic check
3509-GWQGF,24,Month-to-month,No,Credit card (automatic)
9576-ANLXO,3,Month-to-month,Yes,Bank transfer (automatic)
2024-BASKD,1,Month-to-month,Yes,Mailed check
5845-BZZIB,35,Two year,No,Mailed check
1140-UKVZG,17,Month-to-month,No,Mailed check
4160-AMJTL,8,Month-to-month,No,Electronic check
5183-SNMJQ,10,Month-to-month,Yes,Credit card (automatic)
8100-PNJMH,68,Two year,Yes,Credit card (automatic)
7838-LAZFO,45,One year,No,Bank transfer (automatic)
4464-JCOLN,2,One year,No,Mailed check
2085-JVGAD,37,Month-to-month,No,Bank transfer (automatic)
5650-VDUDS,4,Month-to-month,Yes,Mailed check
8095-WANWK,10,Month-to-month,No,Mailed check
3030-ZKIWL,1,Month-to-month,No,Mailed check
9565-FLVCG,65,Two year,Yes,Mailed check
8755-OGKNA,57,Two year,No,Bank transfer (automatic)
2800-VEQXM,3,Month-to-month,Yes,Mailed check
7538-GWHML,2,Month-to-month,No,Electronic check
5533-RJFTJ,49,Month-to-month,Yes,Bank transfer (automatic)
3859-CVCET,4,Month-to-month,No,Mailed check
0214-JHPFW,70,Two year,No,Bank transfer (automatic)
5642-MHDQT,53,One year,Yes,Bank transfer (automatic)
3088-FVYWK,53,Two year,No,Credit card (automatic)
3276-HDUEG,1,Month-to-month,Yes,Mailed check
9092-GDZKO,22,Month-to-month,Yes,Credit card (automatic)
0823-HSCDJ,52,Month-to-month,Yes,Electronic check
3729-OWRVL,65,Two year,Yes,Electronic check
2324-AALNO,48,One year,No,Bank transfer (automatic)
0822-GAVAP,2,Month-to-month,Yes,Electronic check
5760-IFJOZ,3,Month-to-month,No,Mailed check
2826-UWHIS,45,Month-to-month,No,Bank transfer (automatic)
1448-PWKYE,1,Month-to-month,No,Electronic check
7501-IWUNG,61,Two year,Yes,Bank transfer (automatic)
4957-TREIR,3,Month-to-month,Yes,Credit card (automatic)
7251-LJBQN,40,One year,Yes,Credit card (automatic)
8040-MNRTF,1,Month-to-month,No,Mailed check
1536-HBSWP,1,Month-to-month,Yes,Electronic check
5313-FPXWG,51,One year,Yes,Bank transfer (automatic)
0067-DKWBL,2,Month-to-month,Yes,Electronic check
0946-FKYTX,52,One year,No,Mailed check
5076-YVXCM,51,Month-to-month,No,Bank transfer (automatic)
8262-COGGB,1,Month-to-month,Yes,Mailed check
6663-JOCQO,31,One year,Yes,Bank transfer (automatic)
9620-QJREV,47,One year,No,Credit card (automatic)
2276-YDAVZ,3,Month-to-month,Yes,Credit card (automatic)
2682-KEVRP,22,One year,Yes,Mailed check
2480-JZOSN,1,Month-to-month,Yes,Mailed check
0078-XZMHT,72,Two year,Yes,Bank transfer (automatic)
5896-NPFWW,3,Month-to-month,Yes,Electronic check
9978-HYCIN,47,One year,Yes,Bank transfer (automatic)
8338-QIUNR,72,Two year,Yes,Credit card (automatic)
1525-LNLOJ,66,Two year,Yes,Bank transfer (automatic)
9450-TRJUU,35,Month-to-month,No,Electronic check
1766-GKNMI,29,Month-to-month,Yes,Electronic check
6942-LBFDP,2,Month-to-month,Yes,Mailed check
1456-TWCGB,4,Month-to-month,No,Mailed check
7133-VBDCG,25,Month-to-month,Yes,Bank transfer (automatic)
7596-ZYWBB,65,Two year,Yes,Mailed check
8329-UTMVM,27,One year,Yes,Bank transfer (automatic)
3014-WJKSM,29,Month-to-month,Yes,Credit card (automatic)
3347-YJZZE,29,Month-to-month,No,Credit card (automatic)
1029-QFBEN,1,Month-to-month,No,Mailed check
7929-DMBCV,20,Month-to-month,Yes,Mailed check
9661-JALZV,58,Two year,Yes,Credit card (automatic)
5433-KYGHE,14,Month-to-month,Yes,Mailed check
4312-KFRXN,72,Two year,No,Mailed check
5575-TPIZQ,46,Month-to-month,Yes,Credit card (automatic)
0114-IGABW,71,Two year,No,Bank transfer (automatic)
9944-AEXBM,32,Month-to-month,Yes,Bank transfer (automatic)
1853-ARAAQ,26,Month-to-month,Yes,Credit card (automatic)
6952-OMNWB,68,Month-to-month,Yes,Credit card (automatic)
4697-LUPSU,2,One year,No,Mailed check
8434-VGEQQ,61,Two year,No,Credit card (automatic)
4952-YSOGZ,4,Month-to-month,Yes,Electronic check
1589-AGTLK,3,Month-to-month,Yes,Electronic check
5244-IRFIH,33,Month-to-month,Yes,Electronic check
6549-YMFAW,9,Month-to-month,Yes,Mailed check
4950-HKQTE,22,Two year,No,Mailed check
6786-OBWQR,5,Month-to-month,Yes,Electronic check
2684-EIWEO,30,Month-to-month,No,Credit card (automatic)
2753-JMMCV,65,Two year,Yes,Credit card (automatic)
6439-GTPCA,45,Month-to-month,Yes,Electronic check
6621-YOBKI,5,Month-to-month,No,Mailed check
1216-JWVUX,25,Month-to-month,Yes,Electronic check
7564-GHCVB,72,Two year,No,Bank transfer (automatic)
1173-NOEYG,27,Month-to-month,No,Bank transfer (automatic)
7595-EHCDL,32,Month-to-month,No,Credit card (automatic)
6647-ZEDXT,30,One year,No,Credit card (automatic)
2521-NPUZR,70,Two year,No,Credit card (automatic)
1307-TVUFB,42,Month-to-month,Yes,Bank transfer (automatic)
7503-MIOGA,72,Two year,Yes,Bank transfer (automatic)
4381-MHQDC,47,Two year,Yes,Mailed check
6923-JHPMP,2,Month-to-month,Yes,Electronic check
5138-WVKYJ,10,Month-to-month,No,Electronic check
4018-PPNDW,61,Two year,Yes,Mailed check
1635-FJFCC,5,Month-to-month,Yes,Credit card (automatic)
2499-AJYUA,72,Two year,Yes,Credit card (automatic)
6919-ELBGL,72,Two year,Yes,Bank transfer (automatic)
3966-HRMZA,3,Month-to-month,No,Mailed check
6425-JWTDV,48,Two year,No,Mailed check
8405-IGQFX,63,One year,Yes,Credit card (automatic)
8224-IVVPA,27,Month-to-month,Yes,Mailed check
9477-LGWQI,70,Two year,Yes,Credit card (automatic)
1410-RSCMR,7,Month-to-month,Yes,Credit card (automatic)
3115-CZMZD,0,Two year,No,Mailed check
0139-IVFJG,2,Month-to-month,No,Electronic check
6683-VLCTZ,20,Month-to-month,Yes,Electronic check
5730-DBDSI,66,Two year,No,Bank transfer (automatic)
0030-FNXPP,3,Month-to-month,No,Mailed check
2189-WWOEW,15,Month-to-month,Yes,Bank transfer (automatic)
5684-FJVYR,72,Two year,Yes,Bank transfer (automatic)
4013-GUXND,1,Month-to-month,No,Mailed check
1894-IGFSG,22,Month-to-month,No,Electronic check
7379-POKDZ,3,Month-to-month,Yes,Electronic check
1266-NZYUI,72,Two year,No,Bank transfer (automatic)
7969-FFOWG,65,Two year,No,Mailed check
4718-DHSMV,11,Month-to-month,Yes,Mailed check
5175-WLYXL,22,Month-to-month,Yes,Mailed check
7817-OMJNA,14,One year,No,Bank transfer (automatic)
8728-SKJLR,41,Month-to-month,Yes,Electronic check
3137-NYQQI,17,One year,No,Mailed check
7706-DZNKK,11,Month-to-month,Yes,Credit card (automatic)
0236-HFWSV,15,Month-to-month,Yes,Electronic check
3900-AQPHZ,1,Month-to-month,No,Mailed check
5842-POCOP,5,Month-to-month,Yes,Mailed check
2037-XJFUP,33,One year,Yes,Electronic check
8823-RLPWL,72,Two year,Yes,Credit card (automatic)
9505-SQFSW,3,Month-to-month,No,Mailed check
7314-OXENN,2,Month-to-month,Yes,Electronic check
3758-CKOQL,59,One year,Yes,Credit card (automatic)
0322-CHQRU,2,Month-to-month,No,Electronic check
5676-CFLYY,71,Two year,Yes,Credit card (automatic)
7521-AFHAB,5,Month-to-month,No,Mailed check
0285-INHLN,27,Month-to-month,Yes,Credit card (automatic)
4678-DVQEO,1,Month-to-month,Yes,Electronic check
5125-CNDSP,63,One year,Yes,Bank transfer (automatic)
0691-IFBQW,46,One year,Yes,Electronic check
4992-LTJNE,72,Two year,No,Bank transfer (automatic)
2202-OUTMO,34,Month-to-month,Yes,Bank transfer (automatic)
0810-BDHAW,24,One year,No,Electronic check
0229-LFJAF,72,Two year,No,Bank transfer (automatic)
7131-ZQZNK,60,Two year,No,Credit card (automatic)
3442-ZHHCC,68,One year,Yes,Credit card (automatic)
5726-CVNYA,8,Two year,Yes,Mailed check
9871-ELEYA,34,Two year,No,Credit card (automatic)
4257-GAESD,6,Month-to-month,No,Credit card (automatic)
5173-WXOQV,2,Month-to-month,Yes,Mailed check
2040-OBMLJ,31,One year,No,Credit card (automatic)
6286-ZHAOK,20,Month-to-month,Yes,Bank transfer (automatic)
3807-XHCJH,1,Month-to-month,No,Electronic check
3009-JWMPU,62,One year,Yes,Electronic check
5671-RQRLP,70,Two year,Yes,Credit card (automatic)
1450-GALXR,10,Month-to-month,Yes,Electronic check
8859-AXJZP,39,Two year,Yes,Mailed check
3174-AKMAS,46,Two year,Yes,Credit card (automatic)
3138-BKYAV,6,Month-to-month,Yes,Electronic check
9926-PJHDQ,72,Two year,Yes,Bank transfer (automatic)
7382-DFJTU,18,Month-to-month,No,Credit card (automatic)
2798-NYLMZ,71,Two year,Yes,Credit card (automatic)
4289-DTDKW,40,Month-to-month,Yes,Electronic check
1820-TQVEV,1,Month-to-month,Yes,Electronic check
2239-JALAW,58,One year,Yes,Bank transfer (automatic)
4853-RULSV,70,Two year,Yes,Credit card (automatic)
8098-TDCBU,42,Two year,No,Electronic check
3551-GAEGL,34,One year,No,Bank transfer (automatic)
4785-NKHCX,5,Month-to-month,No,Bank transfer (automatic)
3196-NVXLZ,25,Month-to-month,Yes,Mailed check
6275-YDUVO,2,Month-to-month,Yes,Mailed check
0036-IHMOT,55,One year,Yes,Bank transfer (automatic)
0115-TFERT,21,Month-to-month,Yes,Electronic check
4178-EGMON,70,Two year,Yes,Credit card (automatic)
4220-TINQT,61,Month-to-month,Yes,Electronic check
5318-YKDPV,43,Two year,Yes,Credit card (automatic)
7975-TZMLR,47,One year,Yes,Electronic check
0295-QVKPB,5,Month-to-month,Yes,Credit card (automatic)
4335-BSMJS,62,Two year,Yes,Credit card (automatic)
2311-QYMUQ,16,Month-to-month,Yes,Credit card (automatic)
3643-AHCFP,7,Month-to-month,Yes,Bank transfer (automatic)
9146-JRIOX,14,Month-to-month,No,Mailed check
3104-OWCGK,60,One year,No,Electronic check
5337-IIWKZ,34,Month-to-month,Yes,Electronic check
9101-BWFSS,50,One year,No,Electronic check
9650-VBUOG,38,Two year,No,Credit card (automatic)
3487-EARAT,70,One year,No,Credit card (automatic)
2672-TGEFF,37,Month-to-month,Yes,Electronic check
9231-ZJYAM,4,Month-to-month,Yes,Electronic check
4250-WAROZ,60,Month-to-month,Yes,Electronic check
8184-WMOFI,62,One year,No,Credit card (automatic)
6982-SSHFK,1,Month-to-month,No,Mailed check
6092-QZVPP,36,Month-to-month,Yes,Credit card (automatic)
4625-LAMOB,44,Two year,No,Credit card (automatic)
0727-BMPLR,55,One year,Yes,Electronic check
0392-BZIUW,72,Two year,Yes,Credit card (automatic)
1038-ZAGBI,12,One year,No,Bank transfer (automatic)
6549-NNDYT,13,Month-to-month,Yes,Bank transfer (automatic)
3027-ZTDHO,1,Month-to-month,Yes,Electronic check
0422-OHQHQ,15,One year,No,Mailed check
6916-HIJSE,65,Two year,Yes,Bank transfer (automatic)
2316-ESMLS,12,One year,No,Credit card (automatic)
9778-OGKQZ,72,Two year,Yes,Credit card (automatic)
7408-OFWXJ,72,Two year,No,Credit card (automatic)
6007-TCTST,72,Two year,Yes,Bank transfer (automatic)
2252-NKNSI,52,Two year,Yes,Mailed check
8713-IGZSO,2,Month-to-month,No,Mailed check
7905-TVXTA,5,Month-to-month,Yes,Electronic check
7695-PKLCZ,68,Two year,No,Credit card (automatic)
2382-BCKQJ,62,One year,Yes,Electronic check
8374-UULRV,72,Two year,No,Credit card (automatic)
2207-NHRJK,1,Month-to-month,No,Electronic check
3224-DFQNQ,66,One year,No,Electronic check
5275-PMFUT,72,Two year,Yes,Credit card (automatic)
4795-UXVCJ,26,One year,No,Credit card (automatic)
9777-IQHWP,64,Two year,No,Bank transfer (automatic)
0947-MUGVO,20,Month-to-month,Yes,Electronic check
9944-HKVVB,3,Month-to-month,Yes,Electronic check
4124-MMETB,22,Month-to-month,Yes,Credit card (automatic)
3671-SHRSP,4,Month-to-month,Yes,Mailed check
0979-MOZQI,62,Two year,Yes,Bank transfer (automatic)
2732-ISEZX,5,Month-to-month,Yes,Mailed check
3313-QKNKB,59,One year,No,Electronic check
0323-XWWTN,3,Two year,Yes,Mailed check
1937-OTUKY,72,Two year,Yes,Bank transfer (automatic)
1573-LGXBA,57,One year,Yes,Credit card (automatic)
1764-VUUMT,66,Two year,No,Credit card (automatic)
5073-WXOYN,60,Month-to-month,Yes,Electronic check
4713-ZBURT,45,Two year,No,Bank transfer (automatic)
3050-GBUSH,3,Month-to-month,Yes,Credit card (automatic)
0207-MDKNV,15,Month-to-month,No,Electronic check
7876-AEHIG,51,One year,No,Bank transfer (automatic)
7945-HLKEA,60,One year,No,Electronic check
9342-VNIMQ,33,Month-to-month,Yes,Bank transfer (automatic)
9851-KIELU,10,Month-to-month,Yes,Electronic check
3523-BRGUW,26,One year,No,Credit card (automatic)
3908-BLSYF,6,Month-to-month,No,Electronic check
3199-NPKCN,67,One year,Yes,Electronic check
5170-PTRKA,49,One year,Yes,Credit card (automatic)
4661-NJEUX,1,Month-to-month,Yes,Mailed check
2123-AGEEN,7,Month-to-month,Yes,Electronic check
1258-YMZNM,27,One year,Yes,Bank transfer (automatic)
0048-LUMLS,37,One year,No,Credit card (automatic)
7549-MYGPK,63,Month-to-month,Yes,Electronic check
5898-IGSLP,31,Month-to-month,No,Electronic check
3804-RVTGV,50,Month-to-month,Yes,Bank transfer (automatic)
